species,family,order,length,length.measurement
Megupsilon_aporus,Cyprinodontidae,Cyprinodontiformes,4,TL
Meiacanthus_grammistes,Blenniidae,Perciformes,11,TL
Meiacanthus_oualanensis,Blenniidae,Perciformes,NA,NA
Meiacanthus_smithi,Blenniidae,Perciformes,8.5,TL
Mekongina_erythrospila,Cyprinidae,Cypriniformes,45,SL
Melamphaes_lugubris,Melamphaidae,Stephanoberyciformes,8.5,SL
Melamphaes_parvus,Melamphaidae,Stephanoberyciformes,NA,NA
Melamphaes_suborbitalis,Melamphaidae,Stephanoberyciformes,10,SL
Melanocetus_johnsonii,Melanocetidae,Lophiiformes,2.9,TL
Melanocharacidium_sp,Crenuchidae,Characiformes,NA,NA
Melanochromis_auratus,Cichlidae,Perciformes,11,TL
Melanogrammus_aeglefinus,Gadidae,Gadiformes,112,TL
Melanonus_gracilis,Melanonidae,Gadiformes,18.7,SL
Melanonus_zugmayeri,Melanonidae,Gadiformes,28,TL
Melanostomias_bartonbeani,Stomiidae,Stomiiformes,26.2,SL
Melanotaenia_affinis,Melanotaeniidae,Atheriniformes,11.5,SL
Melanotaenia_australis,Melanotaeniidae,Atheriniformes,11,SL
Melanotaenia_batanta,Melanotaeniidae,Atheriniformes,NA,NA
Melanotaenia_caerulea,Melanotaeniidae,Atheriniformes,6.2,SL
Melanotaenia_catherinae,Melanotaeniidae,Atheriniformes,7.5,SL
Melanotaenia_duboulayi,Melanotaeniidae,Atheriniformes,11,SL
Melanotaenia_eachamensis,Melanotaeniidae,Atheriniformes,6.5,SL
Melanotaenia_exquisita,Melanotaeniidae,Atheriniformes,7.5,SL
Melanotaenia_fluviatilis,Melanotaeniidae,Atheriniformes,11,SL
Melanotaenia_fredericki,Melanotaeniidae,Atheriniformes,9,SL
Melanotaenia_goldiei,Melanotaeniidae,Atheriniformes,11.5,SL
Melanotaenia_gracilis,Melanotaeniidae,Atheriniformes,7.5,SL
Melanotaenia_herbertaxelrodi,Melanotaeniidae,Atheriniformes,9,SL
Melanotaenia_japenensis,Melanotaeniidae,Atheriniformes,7.7,SL
Melanotaenia_kamaka,Melanotaeniidae,Atheriniformes,6.1,SL
Melanotaenia_lacustris,Melanotaeniidae,Atheriniformes,10,SL
Melanotaenia_lakamora,Melanotaeniidae,Atheriniformes,5.5,SL
Melanotaenia_maccullochi,Melanotaeniidae,Atheriniformes,7,SL
Melanotaenia_monticola,Melanotaeniidae,Atheriniformes,8,SL
Melanotaenia_mubiensis,Melanotaeniidae,Atheriniformes,9.3,SL
Melanotaenia_nigrans,Melanotaeniidae,Atheriniformes,10,TL
Melanotaenia_ogilbyi,Melanotaeniidae,Atheriniformes,7,SL
Melanotaenia_parkinsoni,Melanotaeniidae,Atheriniformes,11,SL
Melanotaenia_praecox,Melanotaeniidae,Atheriniformes,5,SL
Melanotaenia_pygmaea,Melanotaeniidae,Atheriniformes,5.5,SL
Melanotaenia_sexlineata,Melanotaeniidae,Atheriniformes,7,SL
Melanotaenia_splendida_inornata,Melanotaeniidae,Atheriniformes,NA,NA
Melanotaenia_splendida_rubrostriata,Melanotaeniidae,Atheriniformes,12.5,SL
Melanotaenia_splendida_splendida,Melanotaeniidae,Atheriniformes,20,SL
Melanotaenia_splendida_tatei,Melanotaeniidae,Atheriniformes,10,TL
Melanotaenia_sylvatica,Melanotaeniidae,Atheriniformes,5.5,SL
Melanotaenia_trifasciata,Melanotaeniidae,Atheriniformes,13,SL
Melichthys_niger,Balistidae,Tetraodontiformes,50,TL
Melichthys_vidua,Balistidae,Tetraodontiformes,40,TL
Membras_martinica,Atherinopsidae,Atheriniformes,12.5,TL
Mendosoma_lineatum,Latridae,Perciformes,40,TL
Mene_maculata,Menidae,Perciformes,30,TL
Menidia_menidia,Atherinopsidae,Atheriniformes,15,TL
Menticirrhus_americanus,Sciaenidae,Perciformes,50,TL
Menticirrhus_littoralis,Sciaenidae,Perciformes,48.3,TL
Menticirrhus_undulatus,Sciaenidae,Perciformes,NA,NA
Merlangius_merlangus,Gadidae,Gadiformes,70,TL
Merluccius_albidus,Merlucciidae,Gadiformes,40.6,TL
Merluccius_angustimanus,Merlucciidae,Gadiformes,40,TL
Merluccius_australis,Merlucciidae,Gadiformes,155,SL
Merluccius_bilinearis,Merlucciidae,Gadiformes,76,TL
Merluccius_capensis,Merlucciidae,Gadiformes,140,TL
Merluccius_gayi_gayi,Merlucciidae,Gadiformes,87,TL
Merluccius_hernandezi,Merlucciidae,Gadiformes,NA,NA
Merluccius_hubbsi,Merlucciidae,Gadiformes,95,TL
Merluccius_paradoxus,Merlucciidae,Gadiformes,115,TL
Merluccius_polli,Merlucciidae,Gadiformes,80,TL
Merluccius_productus,Merlucciidae,Gadiformes,91,TL
Merluccius_senegalensis,Merlucciidae,Gadiformes,81,TL
Mesobius_antipodum,Macrouridae,Gadiformes,66,TL
Mesobola_brevianalis,Cyprinidae,Cypriniformes,7.5,SL
Mesogobio_tumenensis,Cyprinidae,Cypriniformes,15.1,SL
Mesogobius_batrachocephalus,Gobiidae,Perciformes,34.5,SL
Mesonauta_egregius,Cichlidae,Perciformes,8.2,SL
Mesonauta_festivus,Cichlidae,Perciformes,8.2,SL
Mesonauta_insignis,Cichlidae,Perciformes,9.4,SL
Mesonoemacheilus_triangularis,Balitoridae,Cypriniformes,5.8,SL
Metahomaloptera_omeiensis,Balitoridae,Cypriniformes,NA,NA
Metaloricaria_paucidens,Loricariidae,Siluriformes,27,SL
Metavelifer_multiradiatus,Veliferidae,Lampriformes,28,TL
Metynnis_hypsauchen,Characidae,Characiformes,15,TL
Metynnis_maculatus,Characidae,Characiformes,18,TL
Metzia_formosae,Cyprinidae,Cypriniformes,7.3,SL
Metzia_lineata,Cyprinidae,Cypriniformes,10,SL
Meuschenia_australis,Monacanthidae,Tetraodontiformes,30,TL
Meuschenia_trachylepis,Monacanthidae,Tetraodontiformes,40,TL
Micralestes_acutidens,Alestiidae,Characiformes,9,SL
Micralestes_occidentalis,Alestiidae,Characiformes,8,TL
Micralestes_pabrensis,Alestiidae,Characiformes,5.2,TL
Microcanthus_strigatus,Kyphosidae,Perciformes,16,TL
Microchirus_azevia,Soleidae,Pleuronectiformes,40,SL
Microchirus_boscanion,Soleidae,Pleuronectiformes,20,TL
Microchirus_ocellatus,Soleidae,Pleuronectiformes,20,TL
Microchirus_variegatus,Soleidae,Pleuronectiformes,35,SL
Microcottus_sellaris,Cottidae,Scorpaeniformes,13,TL
Microctenopoma_ansorgii,Anabantidae,Perciformes,8,TL
Microctenopoma_damasi,Anabantidae,Perciformes,7,TL
Microctenopoma_fasciolatum,Anabantidae,Perciformes,8,TL
Microctenopoma_nanum,Anabantidae,Perciformes,8,TL
Microdesmus_bahianus,Microdesmidae,Perciformes,5.1,SL
Microdesmus_longipinnis,Microdesmidae,Perciformes,27,TL
Microdevario_gatesi,Cyprinidae,Cypriniformes,2.3,SL
Microdevario_kubotai,Cyprinidae,Cypriniformes,1.9,SL
Microdevario_nana,Cyprinidae,Cypriniformes,1.5,SL
Microgadus_proximus,Gadidae,Gadiformes,30.5,SL
Microgadus_tomcod,Gadidae,Gadiformes,38.1,TL
Microglanis_cottoides,Pseudopimelodidae,Siluriformes,6.8,SL
Microglanis_garavelloi,Pseudopimelodidae,Siluriformes,NA,NA
Microglanis_iheringi,Pseudopimelodidae,Siluriformes,6,TL
Microglanis_leptostriatus,Pseudopimelodidae,Siluriformes,4.2,SL
Microgobius_brevispinis,Gobiidae,Perciformes,NA,NA
Microgobius_carri,Gobiidae,Perciformes,7.5,TL
Microgobius_emblematicus,Gobiidae,Perciformes,5,TL
Microgobius_erectus,Gobiidae,Perciformes,6,TL
Microgobius_gulosus,Gobiidae,Perciformes,7.5,TL
Microgobius_microlepis,Gobiidae,Perciformes,5,TL
Microgobius_thalassinus,Gobiidae,Perciformes,NA,NA
Microlepidotus_inornatus,Haemulidae,Perciformes,45,TL
Micromesistius_australis,Gadidae,Gadiformes,90,TL
Micromesistius_poutassou,Gadidae,Gadiformes,50,TL
Micrometrus_minimus,Embiotocidae,Perciformes,16,TL
Micromoema_xiphophora,Rivulidae,Cyprinodontiformes,6,TL
Micromyzon_akamai,Aspredinidae,Siluriformes,1.6,SL
Micropercops_swinhonis,Odontobutidae,Perciformes,8,TL
Microphilypnus_sp,Eleotridae,Perciformes,NA,NA
Microphis_brachyurus_brachyurus,Syngnathidae,Syngnathiformes,22,SL
Microphis_insularis,Syngnathidae,Syngnathiformes,NA,NA
Microphysogobio_chinssuensis,Cyprinidae,Cypriniformes,6.4,SL
Microphysogobio_elongatus,Cyprinidae,Cypriniformes,8.5,TL
Microphysogobio_fukiensis,Cyprinidae,Cypriniformes,NA,NA
Microphysogobio_tungtingensis,Cyprinidae,Cypriniformes,11.5,SL
Micropoecilia_bifurca,Poeciliidae,Cyprinodontiformes,3,TL
Micropoecilia_branneri,Poeciliidae,Cyprinodontiformes,3,TL
Micropoecilia_parae,Poeciliidae,Cyprinodontiformes,3,TL
Micropoecilia_picta,Poeciliidae,Cyprinodontiformes,3,TL
Micropogonias_furnieri,Sciaenidae,Perciformes,60,SL
Micropogonias_undulatus,Sciaenidae,Perciformes,55,TL
Micropterus_cataractae,Centrarchidae,Perciformes,61,TL
Micropterus_coosae,Centrarchidae,Perciformes,47,TL
Micropterus_dolomieu,Centrarchidae,Perciformes,69,TL
Micropterus_floridanus,Centrarchidae,Perciformes,NA,NA
Micropterus_notius,Centrarchidae,Perciformes,40,TL
Micropterus_punctulatus,Centrarchidae,Perciformes,63.5,TL
Micropterus_salmoides,Centrarchidae,Perciformes,97,TL
Micropterus_treculii,Centrarchidae,Perciformes,46.4,TL
Microrasbora_rubescens,Cyprinidae,Cypriniformes,3,SL
Microspathodon_chrysurus,Pomacentridae,Perciformes,21,TL
Microspathodon_dorsalis,Pomacentridae,Perciformes,31,SL
Microsternarchus_bilineatus,Hypopomidae,Gymnotiformes,12,TL
Microstoma_microstoma,Microstomatidae,Osmeriformes,21,TL
Microstomus_achne,Pleuronectidae,Pleuronectiformes,60,SL
Microstomus_kitt,Pleuronectidae,Pleuronectiformes,65,TL
Microstomus_pacificus,Pleuronectidae,Pleuronectiformes,76,TL
Microsynodontis_sp,Mochokidae,Siluriformes,NA,NA
Microthrissa_congica,Clupeidae,Clupeiformes,6,SL
Microthrissa_royauxi,Clupeidae,Clupeiformes,9.9,TL
Miichthys_miiuy,Sciaenidae,Perciformes,70,SL
Mikrogeophagus_altispinosus,Cichlidae,Perciformes,5.6,SL
Mikrogeophagus_ramirezi,Cichlidae,Perciformes,3.4,SL
Milyeringa_brooksi,Milyeringidae,Perciformes,NA,NA
Milyeringa_veritas,Milyeringidae,Perciformes,5,SL
Mimagoniates_inequalis,Characidae,Characiformes,3.3,SL
Mimagoniates_lateralis,Characidae,Characiformes,3.3,SL
Mimagoniates_microlepis,Characidae,Characiformes,6.1,SL
Mimagoniates_rheocharis,Characidae,Characiformes,NA,NA
Minytrema_melanops,Catostomidae,Cypriniformes,50,TL
Misgurnus_anguillicaudatus,Cobitidae,Cypriniformes,28,SL
Misgurnus_fossilis,Cobitidae,Cypriniformes,30,TL
Misgurnus_mizolepis,Cobitidae,Cypriniformes,20,TL
Misgurnus_mohoity,Cobitidae,Cypriniformes,NA,NA
Misgurnus_nikolskyi,Cobitidae,Cypriniformes,13.7,TL
Moapa_coriacea,Cyprinidae,Cypriniformes,9,TL
Moema_piriana,Rivulidae,Cyprinodontiformes,12,TL
Moema_staecki,Rivulidae,Cyprinodontiformes,12,TL
Moenkhausia_sanctaefilomenae,Characidae,Characiformes,7,SL
Mogurnda_adspersa,Eleotridae,Perciformes,14,TL
Mogurnda_mogurnda,Eleotridae,Perciformes,17.5,TL
Mola_mola,Molidae,Tetraodontiformes,333,TL
Mola_ramsayi,Molidae,Tetraodontiformes,300,TL
Molva_dypterygia,Lotidae,Gadiformes,155,TL
Molva_macrophthalma,Lotidae,Gadiformes,108,TL
Molva_molva,Lotidae,Gadiformes,200,TL
Monacanthus_chinensis,Monacanthidae,Tetraodontiformes,38,TL
Monacanthus_ciliatus,Monacanthidae,Tetraodontiformes,20,TL
Monocentris_japonica,Monocentridae,Beryciformes,17,TL
Monochirus_hispidus,Soleidae,Pleuronectiformes,20,SL
Monocirrhus_polyacanthus,Nandidae,Perciformes,8,SL
Monodactylus_sp,Monodactylidae,Perciformes,NA,NA
Monopterus_albus,Synbranchidae,Synbranchiformes,100,SL
Monotaxis_grandoculis,Lethrinidae,Perciformes,60,TL
Mora_moro,Moridae,Gadiformes,80,TL
Moringua_edwardsi,Moringuidae,Anguilliformes,15,TL
Moringua_javanica,Moringuidae,Anguilliformes,120,TL
Mormyrops_masuianus,Mormyridae,Osteoglossiformes,41,TL
Mormyrops_nigricans,Mormyridae,Osteoglossiformes,34,TL
Mormyrus_ovis,Mormyridae,Osteoglossiformes,29,TL
Mormyrus_rume_rume,Mormyridae,Osteoglossiformes,100,SL
Morone_americana,Moronidae,Perciformes,49.5,TL
Morone_chrysops,Moronidae,Perciformes,45,TL
Morone_mississippiensis,Moronidae,Perciformes,46,TL
Morone_saxatilis,Moronidae,Perciformes,200,TL
Moxostoma_anisurum,Catostomidae,Cypriniformes,74,TL
Moxostoma_ariommum,Catostomidae,Cypriniformes,22,TL
Moxostoma_austrinum,Catostomidae,Cypriniformes,49,TL
Moxostoma_breviceps,Catostomidae,Cypriniformes,NA,NA
Moxostoma_carinatum,Catostomidae,Cypriniformes,77,TL
Moxostoma_cervinum,Catostomidae,Cypriniformes,19,TL
Moxostoma_collapsum,Catostomidae,Cypriniformes,NA,NA
Moxostoma_congestum,Catostomidae,Cypriniformes,65,TL
Moxostoma_duquesnii,Catostomidae,Cypriniformes,51,TL
Moxostoma_erythrurum,Catostomidae,Cypriniformes,78,TL
Moxostoma_hubbsi,Catostomidae,Cypriniformes,72,TL
Moxostoma_lachneri,Catostomidae,Cypriniformes,44,TL
Moxostoma_macrolepidotum,Catostomidae,Cypriniformes,75,TL
Moxostoma_mascotae,Catostomidae,Cypriniformes,NA,NA
Moxostoma_pappillosum,Catostomidae,Cypriniformes,45,TL
Moxostoma_pisolabrum,Catostomidae,Cypriniformes,NA,NA
Moxostoma_poecilurum,Catostomidae,Cypriniformes,51,TL
Moxostoma_robustum,Catostomidae,Cypriniformes,42,TL
Moxostoma_rupiscartes,Catostomidae,Cypriniformes,28,TL
Moxostoma_valenciennesi,Catostomidae,Cypriniformes,80,TL
Mugil_bananensis,Mugilidae,Mugiliformes,40,TL
Mugil_capurrii,Mugilidae,Mugiliformes,45,SL
Mugil_curema,Mugilidae,Mugiliformes,90,TL
Mugil_gyrans,Mugilidae,Mugiliformes,46,TL
Mugil_incilis,Mugilidae,Mugiliformes,40,TL
Mugil_liza,Mugilidae,Mugiliformes,80,TL
Mugil_platanus,Mugilidae,Mugiliformes,100,TL
Mugil_soiuy,Mugilidae,Mugiliformes,80,TL
Mugil_trichodon,Mugilidae,Mugiliformes,30,TL
Mugilogobius_abei,Gobiidae,Perciformes,4.1,SL
Mugilogobius_chulae,Gobiidae,Perciformes,4,TL
Mugilogobius_parvus,Gobiidae,Perciformes,2.2,SL
Mugilogobius_rivulus,Gobiidae,Perciformes,4.5,SL
Mullus_barbatus_barbatus,Mullidae,Perciformes,30,SL
Mullus_barbatus_ponticus,Mullidae,Perciformes,NA,NA
Mullus_surmuletus,Mullidae,Perciformes,40,SL
Muraena_argus,Muraenidae,Anguilliformes,120,TL
Muraena_helena,Muraenidae,Anguilliformes,150,TL
Muraena_melanotis,Muraenidae,Anguilliformes,100,TL
Muraena_robusta,Muraenidae,Anguilliformes,150,TL
Muraenesox_bagio,Muraenesocidae,Anguilliformes,200,TL
Muraenesox_cinereus,Muraenesocidae,Anguilliformes,220,TL
Muraenichthys_sp,Ophichthidae,Anguilliformes,NA,NA
Muraenolepis_marmorata,Muraenolepididae,Gadiformes,40,TL
Myaka_myaka,Cichlidae,Perciformes,6.7,SL
Mycteroperca_acutirostris,Serranidae,Perciformes,80,TL
Mycteroperca_bonaci,Serranidae,Perciformes,150,TL
Mycteroperca_fusca,Serranidae,Perciformes,80,TL
Mycteroperca_interstitialis,Serranidae,Perciformes,84,TL
Mycteroperca_jordani,Serranidae,Perciformes,198,TL
Mycteroperca_microlepis,Serranidae,Perciformes,145,TL
Mycteroperca_olfax,Serranidae,Perciformes,120,TL
Mycteroperca_phenax,Serranidae,Perciformes,107,TL
Mycteroperca_prionura,Serranidae,Perciformes,105,TL
Mycteroperca_rosacea,Serranidae,Perciformes,86,TL
Mycteroperca_rubra,Serranidae,Perciformes,144,TL
Mycteroperca_tigris,Serranidae,Perciformes,101,TL
Mycteroperca_venenosa,Serranidae,Perciformes,100,TL
Mycteroperca_xenarcha,Serranidae,Perciformes,150,TL
Myctophum_asperum,Myctophidae,Myctophiformes,8.5,TL
Myctophum_punctatum,Myctophidae,Myctophiformes,11,SL
Mylesinus_paucisquamatus,Characidae,Characiformes,NA,NA
Mylesinus_schomburgkii,Characidae,Characiformes,NA,NA
Myleus_rhomboidalis,Characidae,Characiformes,37,SL
Myleus_ternetzi,Characidae,Characiformes,23.1,SL
Mylocheilus_caurinus,Cyprinidae,Cypriniformes,36,TL
Mylopharodon_conocephalus,Cyprinidae,Cypriniformes,100,TL
Mylopharyngodon_piceus,Cyprinidae,Cypriniformes,122,TL
Myloplus_planquettei,Characidae,Characiformes,58,SL
Myloplus_rubripinnis,Characidae,Characiformes,39,TL
Mylossoma_duriventre,Characidae,Characiformes,25,SL
Myomyrus_macrops,Mormyridae,Osteoglossiformes,25,TL
Myoxocephalus_aenaeus,Cottidae,Scorpaeniformes,18,TL
Myoxocephalus_polyacanthocephalus,Cottidae,Scorpaeniformes,80,TL
Myoxocephalus_scorpius,Cottidae,Scorpaeniformes,60,TL
Myoxocephalus_stelleri,Cottidae,Scorpaeniformes,60,TL
Myoxocephalus_thompsonii,Cottidae,Scorpaeniformes,23,TL
Myrichthys_breviceps,Ophichthidae,Anguilliformes,102,TL
Myrichthys_maculosus,Ophichthidae,Anguilliformes,100,TL
Myripristis_berndti,Holocentridae,Beryciformes,30,TL
Myripristis_botche,Holocentridae,Beryciformes,30,SL
Myripristis_jacobus,Holocentridae,Beryciformes,25,TL
Myripristis_kuntee,Holocentridae,Beryciformes,26,TL
Myripristis_violacea,Holocentridae,Beryciformes,35,TL
Myrophis_platyrhynchus,Ophichthidae,Anguilliformes,21,TL
Myrophis_punctatus,Ophichthidae,Anguilliformes,35.3,TL
Myrophis_vafer,Ophichthidae,Anguilliformes,46,TL
Mystacoleucus_chilopterus,Cyprinidae,Cypriniformes,9.1,SL
Mystacoleucus_lepturus,Cyprinidae,Cypriniformes,9.2,SL
Mystacoleucus_marginatus,Cyprinidae,Cypriniformes,20,TL
Mystus_bocourti,Bagridae,Siluriformes,24,SL
Mystus_cavasius,Bagridae,Siluriformes,40,SL
Mystus_leucophasis,Bagridae,Siluriformes,12.5,SL
Mystus_micracanthus,Bagridae,Siluriformes,15,TL
Mystus_oculatus,Bagridae,Siluriformes,15,TL
Mystus_pulcher,Bagridae,Siluriformes,6.7,TL
Mystus_tengara,Bagridae,Siluriformes,18,TL
Mystus_vittatus,Bagridae,Siluriformes,21,SL
Myxocyprinus_asiaticus,Catostomidae,Cypriniformes,60,TL
Nandopsis_haitiensis,Cichlidae,Perciformes,21.5,SL
Nandopsis_tetracanthus,Cichlidae,Perciformes,20,SL
Nandus_nandus,Nandidae,Perciformes,20,TL
Nandus_nebulosus,Nandidae,Perciformes,12,TL
Nandus_oxyrhynchus,Nandidae,Perciformes,6.9,SL
Nannacara_adoketa,Cichlidae,Perciformes,NA,NA
Nannacara_anomala,Cichlidae,Perciformes,5.6,SL
Nannacara_aureocephalus,Cichlidae,Perciformes,6.7,SL
Nannacara_taenia,Cichlidae,Perciformes,5,SL
Nannatherina_balstoni,Percichthyidae,Perciformes,9,SL
Nannobrachium_atrum,Myctophidae,Myctophiformes,14,SL
Nannobrachium_lineatum,Myctophidae,Myctophiformes,23.7,SL
Nannobrachium_ritteri,Myctophidae,Myctophiformes,12,SL
Nannocharax_macropterus,Distichodontidae,Characiformes,6,SL
Nannoperca_australis,Percichthyidae,Perciformes,8.5,TL
Nannoperca_obscura,Percichthyidae,Perciformes,7.5,TL
Nannoperca_oxleyana,Percichthyidae,Perciformes,7.5,SL
Nannoperca_variegata,Percichthyidae,Perciformes,6.5,SL
Nannostomus_beckfordi,Lebiasinidae,Characiformes,6.5,SL
Nannostomus_espei,Lebiasinidae,Characiformes,4,TL
Nanobagrus_sp,Bagridae,Siluriformes,NA,NA
Nanochromis_parilus,Cichlidae,Perciformes,4.4,SL
Nansenia_candida,Microstomatidae,Osmeriformes,22.2,SL
Nansenia_longicauda,Microstomatidae,Osmeriformes,13.3,SL
Naso_annulatus,Acanthuridae,Perciformes,100,TL
Naso_brachycentron,Acanthuridae,Perciformes,90,FL
Naso_brevirostris,Acanthuridae,Perciformes,60,FL
Naso_caeruleacauda,Acanthuridae,Perciformes,40,SL
Naso_caesius,Acanthuridae,Perciformes,45.6,SL
Naso_elegans,Acanthuridae,Perciformes,45,SL
Naso_fageni,Acanthuridae,Perciformes,80,FL
Naso_hexacanthus,Acanthuridae,Perciformes,75,FL
Naso_lituratus,Acanthuridae,Perciformes,46,SL
Naso_lopezi,Acanthuridae,Perciformes,60,SL
Naso_maculatus,Acanthuridae,Perciformes,60,TL
Naso_mcdadei,Acanthuridae,Perciformes,75,SL
Naso_minor,Acanthuridae,Perciformes,30,SL
Naso_reticulatus,Acanthuridae,Perciformes,49,SL
Naso_thynnoides,Acanthuridae,Perciformes,40,FL
Naso_tonganus,Acanthuridae,Perciformes,60,SL
Naso_tuberosus,Acanthuridae,Perciformes,60,SL
Naso_unicornis,Acanthuridae,Perciformes,70,FL
Naso_vlamingii,Acanthuridae,Perciformes,60,TL
Naucrates_ductor,Carangidae,Perciformes,70,TL
Nautichthys_oculofasciatus,Hemitripteridae,Scorpaeniformes,20,TL
Nautichthys_pribilovius,Hemitripteridae,Scorpaeniformes,9,TL
Nealotus_tripes,Gempylidae,Perciformes,25,SL
Nebris_microps,Sciaenidae,Perciformes,40,TL
Nebris_occidentalis,Sciaenidae,Perciformes,60,TL
Nectoliparis_pelagicus,Liparidae,Scorpaeniformes,6.5,SL
Nedystoma_dayi,Ariidae,Siluriformes,20,SL
Nedystoma_novaeguineae,Ariidae,Siluriformes,15,SL
Nelusetta_ayraud,Monacanthidae,Tetraodontiformes,100,TL
Nemacheilus_longicaudus,Balitoridae,Cypriniformes,20,TL
Nemacheilus_masyai,Balitoridae,Cypriniformes,13.5,SL
Nemacheilus_pavonaceus,Balitoridae,Cypriniformes,8,SL
Nemacheilus_polytaenia,Balitoridae,Cypriniformes,NA,NA
Nemacheilus_rueppelli,Balitoridae,Cypriniformes,7.4,SL
Nemacheilus_subfusca,Balitoridae,Cypriniformes,7.4,SL
Nemadactylus_bergi,Cheilodactylidae,Perciformes,39.5,SL
Nemadactylus_douglasii,Cheilodactylidae,Perciformes,74,TL
Nemadactylus_gayi,Cheilodactylidae,Perciformes,NA,NA
Nemadactylus_macropterus,Cheilodactylidae,Perciformes,70,TL
Nemadactylus_monodactylus,Cheilodactylidae,Perciformes,60,TL
Nemadactylus_valenciennesi,Cheilodactylidae,Perciformes,90,TL
Nemadoras_hemipeltis,Doradidae,Siluriformes,14.4,SL
Nemadoras_trimaculatus,Doradidae,Siluriformes,10.8,SL
Nemanthias_carberryi,Serranidae,Perciformes,13,TL
Nemapteryx_armiger,Ariidae,Siluriformes,39.5,SL
Nemapteryx_augusta,Ariidae,Siluriformes,60,SL
Nemapteryx_nenga,Ariidae,Siluriformes,30,TL
Nematabramis_steindachnerii,Cyprinidae,Cypriniformes,11.2,SL
Nematalosa_erebi,Clupeidae,Clupeiformes,48,SL
Nemateleotris_sp,Microdesmidae,Perciformes,NA,NA
Nematistius_pectoralis,Nematistiidae,Perciformes,163,FL
Nematobrycon_palmeri,Characidae,Characiformes,4.2,SL
Nematocharax_venustus,Characidae,Characiformes,NA,NA
Nematogenys_inermis,Nematogenyidae,Siluriformes,40.7,NG
Nematolebias_whitei,Rivulidae,Cyprinodontiformes,8,TL
Nemichthys_scolopaceus,Nemichthyidae,Anguilliformes,130,TL
Nemipterus_balinensis,Nemipteridae,Perciformes,NA,NA
Nemipterus_bathybius,Nemipteridae,Perciformes,20,SL
Nemipterus_furcosus,Nemipteridae,Perciformes,24,SL
Nemipterus_hexodon,Nemipteridae,Perciformes,21,SL
Nemipterus_marginatus,Nemipteridae,Perciformes,15,SL
Nemipterus_virgatus,Nemipteridae,Perciformes,35,SL
Neoarius_berneyi,Ariidae,Siluriformes,45,SL
Neoarius_coatesi,Ariidae,Siluriformes,75,SL
Neoarius_graeffei,Ariidae,Siluriformes,60,SL
Neoarius_latirostris,Ariidae,Siluriformes,50,SL
Neoarius_leptaspis,Ariidae,Siluriformes,60,SL
Neoarius_midgleyi,Ariidae,Siluriformes,140,SL
Neoarius_utarus,Ariidae,Siluriformes,55,SL
Neoarius_velutinus,Ariidae,Siluriformes,60,SL
Neobola_bottegoi,Cyprinidae,Cypriniformes,7.3,TL
Neobythites_stigmosus,Ophidiidae,Ophidiiformes,18,SL
Neochanna_apoda,Galaxiidae,Osmeriformes,11,TL
Neochanna_burrowsius,Galaxiidae,Osmeriformes,15,TL
Neochanna_cleaveri,Galaxiidae,Osmeriformes,12.5,SL
Neochanna_diversus,Galaxiidae,Osmeriformes,12.2,SL
Neochanna_heleios,Galaxiidae,Osmeriformes,11.8,TL
Neoclinus_blanchardi,Labrisomidae,Perciformes,30,TL
Neocyttus_helgae,Oreosomatidae,Zeiformes,30.5,TL
Neocyttus_rhomboidalis,Oreosomatidae,Zeiformes,40,SL
Neoditrema_ransonnetii,Embiotocidae,Perciformes,13,FL
Neoepinnula_americana,Gempylidae,Perciformes,22,SL
Neoepinnula_orientalis,Gempylidae,Perciformes,30,SL
Neoeucirrhichthys_maydelli,Cobitidae,Cypriniformes,3.6,SL
Neofundulus_paraguayensis,Rivulidae,Cyprinodontiformes,7,TL
Neoglyphidodon_melas,Pomacentridae,Perciformes,18,TL
Neoglyphidodon_nigroris,Pomacentridae,Perciformes,13,TL
Neoglyphidodon_oxyodon,Pomacentridae,Perciformes,15,TL
Neoglyphidodon_polyacanthus,Pomacentridae,Perciformes,12,SL
Neoglyphidodon_thoracotaeniatus,Pomacentridae,Perciformes,11,TL
Neogobius_caspius,Gobiidae,Perciformes,34.5,TL
Neogobius_cephalargoides,Gobiidae,Perciformes,25,NG
